id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_278,2016-05-09,20:25:29,,,5,566378,1,p,1,508,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:32,,,5,570233,2,p,1,510,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:36,,,5,575174,3,p,1,502,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:41,,,5,580023,4,p,1,493,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:46,,,5,582725,5,p,1,559,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:49,,,5,585576,6,p,1,517,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:52,,,5,590374,7,p,1,519,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:56,,,5,592976,8,p,1,535,,518.2,509,39.6418448369
SI_278,2016-05-09,20:25:59,,,5,598446,9,p,1,552,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:04,,,5,602621,10,p,1,531,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:09,,,5,606328,11,p,1,491,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:12,,,5,611124,12,p,1,490,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:17,,,5,614092,13,p,1,501,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:20,,,5,619164,14,p,1,515,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:25,,,5,623776,15,p,1,507,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:30,,,5,627586,16,p,1,483,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:34,,,5,631106,17,p,1,480,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:37,,,5,634002,18,p,1,558,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:40,,,5,636811,19,p,1,492,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:43,,,5,639647,20,p,1,526,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:46,,,5,644700,21,p,1,486,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:51,,,5,648337,22,p,1,477,,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:54,,,5,652224,23,p,1,677,1,518.2,509,39.6418448369
SI_278,2016-05-09,20:26:58,,,5,657142,24,p,1,507,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:03,,,5,661142,25,p,1,548,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:07,,,5,665857,26,p,1,469,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:12,,,5,669588,27,p,1,525,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:16,,,5,674535,28,p,1,490,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:21,,,5,677433,29,p,1,557,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:23,,,5,680300,30,p,1,541,,518.2,509,39.6418448369
SI_278,2016-05-09,20:27:26,,,5,682855,31,p,0,,,518.2,509,39.6418448369
