id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_103,2015-02-23,17:01:35,1424707295674,2,151014,1,1,2,7,14,,,,,,,"7,2",1,1.119
SI_103,2015-02-23,17:01:40,1424707295674,2,161699,2,2,6,4,11,14,3,13,7,,,"4,1",1,1.243
SI_103,2015-02-23,17:01:51,1424707295674,2,167045,3,3,2,7,3,,,,,,,"5,2",1,1.516
SI_103,2015-02-23,17:01:56,1424707295674,2,171824,4,4,2,5,6,,,,,,,"6,2",1,0.955
SI_103,2015-02-23,17:02:01,1424707295674,2,182842,5,5,6,6,15,14,12,16,9,,,"9,6",1,1.566
SI_103,2015-02-23,17:02:12,1424707295674,2,194320,6,6,6,3,9,10,15,7,5,,,"15,4",1,2.034
SI_103,2015-02-23,17:02:23,1424707295674,2,204876,7,7,6,10,6,3,16,15,9,,,"8,6",1,1.09
SI_103,2015-02-23,17:02:34,1424707295674,2,209527,8,8,2,6,13,,,,,,,"6,1",1,0.821
SI_103,2015-02-23,17:02:39,1424707295674,2,220067,9,9,6,12,2,13,9,16,3,,,"12,1",1,1.096
SI_103,2015-02-23,17:02:49,1424707295674,2,224716,10,10,2,12,6,,,,,,,"12,1",1,0.821
SI_103,2015-02-23,17:02:54,1424707295674,2,229477,11,11,2,4,15,,,,,,,"4,1",1,0.928
SI_103,2015-02-23,17:02:59,1424707295674,2,239966,12,12,6,13,2,3,10,11,4,,,"12,1",1,1.046
