id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_125,2015-03-18,12:20:03,1426677603994,1,18121,1,1,7,15,2,16,3,5,8,11,,"16,3",1,1.465
SI_125,2015-03-18,12:20:16,1426677603994,1,32300,2,2,7,9,3,10,1,15,5,8,,"10,3",1,3.251
SI_125,2015-03-18,12:20:30,1426677603994,1,45701,3,3,7,3,7,12,9,2,16,6,,"7,2",1,2.494
SI_125,2015-03-18,12:20:43,1426677603994,1,59152,4,4,7,9,7,12,11,4,8,6,,"11,2",1,2.549
SI_125,2015-03-18,12:20:57,1426677603994,1,73646,5,5,7,14,6,15,9,4,12,3,,"4,6",0,3.601
SI_125,2015-03-18,12:21:11,1426677603994,1,86666,6,6,7,12,10,7,11,3,8,9,,"8,1",1,2.081
SI_125,2015-03-18,12:21:24,1426677603994,1,100353,7,7,7,3,14,16,2,4,13,1,,"11,3",1,2.784
SI_125,2015-03-18,12:21:38,1426677603994,1,112381,8,8,7,1,6,10,12,3,14,13,,"1,1",1,1.112
SI_125,2015-03-18,12:21:50,1426677603994,1,126394,9,9,7,4,14,7,5,13,16,6,,"5,4",1,3.094
SI_125,2015-03-18,12:22:04,1426677603994,1,141500,10,10,7,5,16,12,13,14,11,2,,"11,6",1,4.196
