id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_134,2015-04-08,12:34:08,1428489248595,2,84699,1,1,7,11,8,14,15,7,13,2,,"13,6",1,1.406
SI_134,2015-04-08,12:34:20,1428489248595,2,97868,2,2,7,9,7,16,3,10,12,14,,"13,6",0,2.278
SI_134,2015-04-08,12:34:34,1428489248595,2,111700,3,3,7,12,2,16,14,7,1,4,,"9,3",1,2.929
SI_134,2015-04-08,12:34:47,1428489248595,2,124187,4,4,7,3,15,13,6,8,16,12,,"8,5",1,1.566
SI_134,2015-04-08,12:35:00,1428489248595,2,137046,5,5,7,3,15,11,13,10,5,6,,"3,3",1,1.98
SI_134,2015-04-08,12:35:13,1428489248595,2,150006,6,6,7,12,15,3,7,6,16,4,,"3,3",0,2.095
SI_134,2015-04-08,12:35:26,1428489248595,2,163937,7,7,7,10,12,14,13,1,9,5,,"11,2",1,3.028
SI_134,2015-04-08,12:35:40,1428489248595,2,176600,8,8,7,8,5,1,13,9,14,6,,"11,7",1,1.754
SI_134,2015-04-08,12:35:52,1428489248595,2,189164,9,9,7,7,4,16,1,13,8,15,,"10,3",0,1.658
SI_134,2015-04-08,12:36:05,1428489248595,2,201685,10,10,7,15,4,11,7,13,10,1,,"15,1",1,1.613
