id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_108B_Morgon,2015-03-01,22:36:27,1425245787432,4,378711,1,1,7,16,15,3,5,4,7,6,,"3,3",0,1.963
SI_108B_Morgon,2015-03-01,22:36:40,1425245787432,4,392859,2,2,7,14,8,15,2,11,9,13,,"14,4",0,3.155
SI_108B_Morgon,2015-03-01,22:36:54,1425245787432,4,408599,3,3,7,7,9,6,3,10,14,8,,"11,4",0,4.759
SI_108B_Morgon,2015-03-01,22:37:10,1425245787432,4,421335,4,4,7,11,12,10,9,15,7,5,,"15,4",1,1.754
SI_108B_Morgon,2015-03-01,22:37:23,1425245787432,4,434004,5,5,7,7,16,14,4,8,9,1,,"10,4",1,1.691
SI_108B_Morgon,2015-03-01,22:37:35,1425245787432,4,446392,6,6,7,9,4,2,14,16,10,1,,"10,6",0,1.408
SI_108B_Morgon,2015-03-01,22:37:48,1425245787432,4,458765,7,7,7,12,5,14,9,2,11,13,,"13,7",1,1.402
SI_108B_Morgon,2015-03-01,22:38:00,1425245787432,4,471703,8,8,7,15,12,8,10,7,1,6,,"9,2",1,1.921
SI_108B_Morgon,2015-03-01,22:38:13,1425245787432,4,484437,9,9,7,14,9,2,7,5,16,13,,"6,6",1,1.745
SI_108B_Morgon,2015-03-01,22:38:26,1425245787432,4,496766,10,10,7,1,11,2,14,4,5,10,,"13,4",1,1.338
