id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_119,2015-03-24,12:38:51,1427197131728,5,553373,1,1,7,14,10,8,7,1,12,6,,"3,6",1,1.195
SI_119,2015-03-24,12:39:03,1427197131728,5,565505,2,2,7,10,9,1,8,15,5,2,,"13,4",1,1.294
SI_119,2015-03-24,12:39:15,1427197131728,5,578039,3,3,7,8,14,1,15,13,6,7,,"6,6",1,1.698
SI_119,2015-03-24,12:39:28,1427197131728,5,589977,4,4,7,12,11,4,2,1,8,5,,"4,3",0,1.102
SI_119,2015-03-24,12:39:40,1427197131728,5,602108,5,5,7,14,15,6,10,8,3,1,,"8,5",1,1.291
SI_119,2015-03-24,12:39:52,1427197131728,5,614159,6,6,7,12,1,15,7,11,2,14,,"12,1",1,1.211
SI_119,2015-03-24,12:40:04,1427197131728,5,627794,7,7,7,3,14,4,8,9,13,1,,"14,1",0,2.797
SI_119,2015-03-24,12:40:18,1427197131728,5,641749,8,8,7,1,8,2,6,14,13,4,,"7,5",1,3.115
SI_119,2015-03-24,12:40:32,1427197131728,5,656813,9,9,7,5,11,14,3,9,12,4,,"12,6",1,4.226
SI_119,2015-03-24,12:40:47,1427197131728,5,669714,10,10,7,11,16,9,14,10,4,12,,"11,6",1,2.067
