id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_144,2015-05-11,07:08:08,1431320888711,5,558622,1,1,7,9,6,4,7,3,13,12,,"6,2",1,1.86
SI_144,2015-05-11,07:08:21,1431320888711,5,571470,2,2,7,10,3,15,12,6,4,9,,"10,1",1,1.897
SI_144,2015-05-11,07:08:34,1431320888711,5,583859,3,3,7,2,6,10,8,14,16,1,,"2,1",0,1.393
SI_144,2015-05-11,07:08:46,1431320888711,5,599856,4,4,7,9,7,3,6,10,16,12,,"12,4",1,5.017
SI_144,2015-05-11,07:09:02,1431320888711,5,612478,5,5,7,2,13,10,4,11,9,14,,"11,5",0,1.658
SI_144,2015-05-11,07:09:15,1431320888711,5,625442,6,6,7,9,6,2,11,4,5,14,,"11,3",0,2.008
SI_144,2015-05-11,07:09:28,1431320888711,5,637150,7,7,7,14,10,11,6,9,5,1,,"7,6",1,0.733
SI_144,2015-05-11,07:09:40,1431320888711,5,651158,8,8,7,11,13,4,16,12,7,14,,"12,5",0,3.027
SI_144,2015-05-11,07:09:54,1431320888711,5,664257,9,9,7,10,11,5,6,16,3,14,,"14,7",1,2.113
SI_144,2015-05-11,07:10:07,1431320888711,5,676718,10,10,7,7,15,13,5,2,1,9,,"5,4",1,1.525
