id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_243,2016-04-29,14:53:23,,,4,410682,1,p,1,580,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:27,,,4,413471,2,p,1,692,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:30,,,4,417383,3,p,1,923,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:33,,,4,422996,4,p,1,632,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:39,,,4,427508,5,p,1,729,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:44,,,4,432501,6,p,1,613,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:49,,,4,435511,7,p,1,792,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:52,,,4,440907,8,p,1,645,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:53:57,,,4,446050,9,p,1,624,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:02,,,4,449205,10,p,1,623,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:05,,,4,455039,11,p,1,3212,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:11,,,4,458843,12,p,1,614,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:15,,,4,462791,13,p,1,627,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:19,,,4,466929,14,p,1,526,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:23,,,4,472029,15,p,1,591,1,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:28,,,4,477094,16,p,1,597,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:33,,,4,480043,17,p,1,728,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:36,,,4,484568,18,p,1,689,1,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:41,,,4,488325,19,p,1,774,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:44,,,4,492024,20,p,1,624,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:48,,,4,495563,21,p,1,683,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:52,,,4,500974,22,p,1,1487,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:54:57,,,4,503967,23,p,1,579,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:55:00,,,4,508466,24,p,1,648,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:55:05,,,4,512939,25,p,1,792,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:55:09,,,4,516630,26,p,1,574,1,788.444444444,645,516.588314985
SI_243,2016-04-29,14:55:13,,,4,521815,27,p,1,690,,788.444444444,645,516.588314985
SI_243,2016-04-29,14:55:18,,,4,526803,28,p,0,,,788.444444444,645,516.588314985
