id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_116,2015-04-09,16:26:34,1428589594107,4,382994,1,1,7,3,1,10,7,8,4,13,,"16,3",1,2.189
SI_116,2015-04-09,16:26:47,1428589594107,4,395415,2,2,7,9,7,12,15,1,6,3,,"1,5",1,1.567
SI_116,2015-04-09,16:26:59,1428589594107,4,409774,3,3,7,7,1,15,2,13,16,12,,"1,2",1,3.51
SI_116,2015-04-09,16:27:13,1428589594107,4,421957,4,4,7,10,11,6,12,5,3,13,,"4,1",1,1.336
SI_116,2015-04-09,16:27:26,1428589594107,4,433980,5,5,7,4,3,14,10,16,8,2,,"3,2",1,1.174
SI_116,2015-04-09,16:27:38,1428589594107,4,448414,6,6,7,6,15,12,13,7,8,2,,"13,4",0,3.584
SI_116,2015-04-09,16:27:52,1428589594107,4,463224,7,7,7,12,2,6,15,14,16,3,,"16,6",1,3.96
SI_116,2015-04-09,16:28:07,1428589594107,4,476391,8,8,7,15,10,5,13,9,16,4,,"3,1",1,2.316
SI_116,2015-04-09,16:28:20,1428589594107,4,489754,9,9,7,14,10,5,2,1,3,16,,"12,1",1,2.514
SI_116,2015-04-09,16:28:33,1428589594107,4,502295,10,10,7,2,7,14,15,13,1,11,,"1,7",1,1.69
