id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_144,2015-05-10,22:31:55,1431289915574,1,18072,1,1,7,4,13,10,7,14,16,3,,"2,5",1,1.413
SI_144,2015-05-10,22:32:07,1431289915574,1,32837,2,2,7,6,9,12,2,1,11,14,,"10,5",1,3.783
SI_144,2015-05-10,22:32:22,1431289915574,1,45554,3,3,7,16,2,5,14,12,11,6,,"5,3",1,1.729
SI_144,2015-05-10,22:32:35,1431289915574,1,58469,4,4,7,1,4,10,3,15,12,8,,"12,6",1,1.925
SI_144,2015-05-10,22:32:48,1431289915574,1,70829,5,5,7,15,6,12,10,14,8,4,,"7,1",1,1.361
SI_144,2015-05-10,22:33:00,1431289915574,1,83613,6,6,7,9,2,5,11,14,1,16,,"2,2",1,1.789
SI_144,2015-05-10,22:33:13,1431289915574,1,98521,7,7,7,4,14,10,7,11,3,13,,"10,1",1,3.934
SI_144,2015-05-10,22:33:28,1431289915574,1,110879,8,8,7,11,7,14,5,16,3,15,,"1,4",1,1.375
SI_144,2015-05-10,22:33:40,1431289915574,1,124452,9,9,7,10,13,9,15,8,12,4,,"12,6",1,2.6
SI_144,2015-05-10,22:33:54,1431289915574,1,137833,10,10,7,4,5,10,6,11,2,16,,"11,5",0,2.411
