id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_134,2015-04-08,00:00:42,1428444042834,4,338497,1,1,7,14,3,2,12,6,9,7,,"14,4",0,1.588
SI_134,2015-04-08,00:00:55,1428444042834,4,350772,2,2,7,1,14,16,3,8,10,6,,"16,3",0,1.332
SI_134,2015-04-08,00:01:07,1428444042834,4,363530,3,3,7,6,1,4,13,12,7,14,,"6,1",1,1.811
SI_134,2015-04-08,00:01:20,1428444042834,4,375869,4,4,7,15,16,13,7,2,8,6,,"12,4",0,1.378
SI_134,2015-04-08,00:01:32,1428444042834,4,388298,5,5,7,4,11,2,16,7,1,13,,"10,2",0,1.483
SI_134,2015-04-08,00:01:45,1428444042834,4,400571,6,6,7,6,9,16,5,11,12,4,,"12,6",1,1.339
SI_134,2015-04-08,00:01:57,1428444042834,4,412803,7,7,7,2,9,4,14,1,5,7,,"7,4",0,1.283
SI_134,2015-04-08,00:02:09,1428444042834,4,425000,8,8,7,2,10,16,7,5,4,13,,"13,7",0,1.251
SI_134,2015-04-08,00:02:21,1428444042834,4,437881,9,9,7,6,1,9,5,11,10,12,,"5,5",1,1.941
SI_134,2015-04-08,00:02:34,1428444042834,4,450080,10,10,7,12,3,16,8,9,10,6,,"3,1",0,1.253
