id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_103,2015-02-22,22:16:07,1424639767882,2,159249,1,1,6,11,10,8,14,15,1,,,"9,1",1,1.428
SI_103,2015-02-22,22:16:18,1424639767882,2,170729,2,2,6,1,9,7,8,10,15,,,"6,4",1,2.036
SI_103,2015-02-22,22:16:30,1424639767882,2,181782,3,3,6,5,9,12,6,15,3,,,"3,6",1,1.598
SI_103,2015-02-22,22:16:41,1424639767882,2,186992,4,4,2,16,13,,,,,,,"13,2",1,1.367
SI_103,2015-02-22,22:16:46,1424639767882,2,198458,5,5,6,8,4,14,1,3,2,,,"4,2",0,2.014
SI_103,2015-02-22,22:16:57,1424639767882,2,203332,6,6,2,9,1,,,,,,,"9,1",1,1.042
SI_103,2015-02-22,22:17:02,1424639767882,2,208235,7,7,2,9,8,,,,,,,"2,2",1,1.075
SI_103,2015-02-22,22:17:07,1424639767882,2,212946,8,8,2,10,1,,,,,,,"10,1",1,0.892
SI_103,2015-02-22,22:17:12,1424639767882,2,224266,9,9,6,1,7,3,5,11,13,,,"14,6",1,1.87
SI_103,2015-02-22,22:17:23,1424639767882,2,229248,10,10,2,11,10,,,,,,,"10,2",1,1.148
SI_103,2015-02-22,22:17:28,1424639767882,2,234183,11,11,2,6,13,,,,,,,"3,2",1,1.106
SI_103,2015-02-22,22:17:33,1424639767882,2,245318,12,12,6,6,11,14,15,8,12,,,"14,5",1,1.688
