id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_145,2015-05-22,12:39:16,1432291156353,2,163308,1,1,7,10,5,3,4,7,14,16,,"5,6",1,1.4
SI_145,2015-05-22,12:39:28,1432291156353,2,179007,2,2,7,12,4,8,2,10,11,1,,"8,3",1,3.897
SI_145,2015-05-22,12:39:44,1432291156353,2,192372,3,3,7,14,5,8,3,7,16,10,,"8,3",1,2.332
SI_145,2015-05-22,12:39:57,1432291156353,2,205203,4,4,7,5,6,8,9,13,11,1,,"8,5",1,1.83
SI_145,2015-05-22,12:40:10,1432291156353,2,218349,5,5,7,14,7,1,4,3,2,16,,"1,3",1,2.074
SI_145,2015-05-22,12:40:23,1432291156353,2,231528,6,6,7,3,12,14,8,5,4,16,,"4,6",1,1.773
SI_145,2015-05-22,12:40:37,1432291156353,2,244195,7,7,7,11,5,12,7,1,15,8,,"7,1",1,1.537
SI_145,2015-05-22,12:40:49,1432291156353,2,258250,8,8,7,9,12,5,10,13,7,15,,"11,6",1,2.9
SI_145,2015-05-22,12:41:03,1432291156353,2,271614,9,9,7,4,9,16,8,3,6,1,,"8,4",1,1.953
SI_145,2015-05-22,12:41:17,1432291156353,2,284229,10,10,7,15,3,5,2,7,13,11,,"4,5",1,1.232
