id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_138,2015-04-22,12:22:41,1429698161700,2,154142,1,1,7,13,6,10,8,14,2,15,,"6,4",0,2.606
SI_138,2015-04-22,12:22:55,1429698161700,2,166658,2,2,7,5,16,6,2,13,14,4,,"5,1",1,1.678
SI_138,2015-04-22,12:23:07,1429698161700,2,178797,3,3,7,7,4,5,10,1,11,2,,"16,2",1,1.304
SI_138,2015-04-22,12:23:19,1429698161700,2,190831,4,4,7,5,16,4,12,11,7,13,,"4,3",0,1.192
SI_138,2015-04-22,12:23:31,1429698161700,2,202910,5,5,7,2,13,3,8,15,5,9,,"1,1",1,1.236
SI_138,2015-04-22,12:23:43,1429698161700,2,215146,6,6,7,3,13,7,12,14,9,11,,"4,5",1,1.394
SI_138,2015-04-22,12:23:56,1429698161700,2,226837,7,7,7,8,2,14,7,9,1,4,,"16,5",1,0.853
SI_138,2015-04-22,12:24:07,1429698161700,2,238761,8,8,7,8,12,15,13,4,11,14,,"12,2",0,1.088
SI_138,2015-04-22,12:24:19,1429698161700,2,251328,9,9,7,10,3,12,7,14,16,2,,"15,3",1,1.732
SI_138,2015-04-22,12:24:32,1429698161700,2,263999,10,10,7,4,6,8,16,3,14,7,,"10,1",1,1.836
