id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_108B_Morgon,2015-03-01,22:22:29,1425244949019,1,19060,1,1,7,13,6,10,16,1,3,5,,"6,2",1,2.415
SI_108B_Morgon,2015-03-01,22:22:42,1425244949019,1,32756,2,2,7,8,1,16,4,6,15,5,,"1,4",1,2.715
SI_108B_Morgon,2015-03-01,22:22:56,1425244949019,1,45548,3,3,7,16,4,15,6,7,11,5,,"16,7",1,1.827
SI_108B_Morgon,2015-03-01,22:23:08,1425244949019,1,58515,4,4,7,12,9,16,6,2,13,11,,"11,7",1,1.987
SI_108B_Morgon,2015-03-01,22:23:21,1425244949019,1,72284,5,5,7,16,10,12,1,15,6,5,,"2,5",0,2.775
SI_108B_Morgon,2015-03-01,22:23:35,1425244949019,1,90280,6,6,7,7,12,15,14,9,16,4,,"7,1",0,6.986
SI_108B_Morgon,2015-03-01,22:23:53,1425244949019,1,102602,7,7,7,7,15,14,4,12,10,6,,"12,5",1,1.617
SI_108B_Morgon,2015-03-01,22:24:05,1425244949019,1,115769,8,8,7,6,13,10,8,9,4,15,,"5,7",1,2.199
SI_108B_Morgon,2015-03-01,22:24:19,1425244949019,1,128363,9,9,7,7,8,3,4,15,6,16,,"3,1",1,1.621
SI_108B_Morgon,2015-03-01,22:24:31,1425244949019,1,141278,10,10,7,2,8,13,6,15,14,4,,"2,7",1,1.939
