id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_139,2015-04-20,22:32:11,1429561931725,3,296805,1,1,7,14,15,10,12,9,1,2,,"11,5",1,1.966
SI_139,2015-04-20,22:32:24,1429561931725,3,309406,2,2,7,8,3,7,15,5,14,9,,"8,7",1,1.742
SI_139,2015-04-20,22:32:37,1429561931725,3,321854,3,3,7,3,6,11,8,2,1,14,,"3,7",1,1.593
SI_139,2015-04-20,22:32:49,1429561931725,3,334984,4,4,7,11,8,16,14,13,1,7,,"10,3",0,2.27
SI_139,2015-04-20,22:33:02,1429561931725,3,348819,5,5,7,5,2,16,11,7,13,4,,"6,3",1,2.968
SI_139,2015-04-20,22:33:16,1429561931725,3,362518,6,6,7,3,1,11,9,6,8,16,,"11,3",0,2.837
SI_139,2015-04-20,22:33:30,1429561931725,3,374908,7,7,7,14,4,15,6,11,5,16,,"11,2",0,1.538
SI_139,2015-04-20,22:33:42,1429561931725,3,388144,8,8,7,14,12,11,2,7,10,15,,"8,6",1,2.38
SI_139,2015-04-20,22:33:55,1429561931725,3,400985,9,9,7,5,13,11,12,3,4,2,,"8,7",1,1.987
SI_139,2015-04-20,22:34:08,1429561931725,3,414752,10,10,7,2,14,9,10,16,1,5,,"3,4",0,2.911
