id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_106_3,2015-02-27,12:37:35,1425037055137,2,163903,1,1,7,9,10,5,6,11,7,8,,"7,6",1,2.174
SI_106_3,2015-02-27,12:37:48,1425037055137,2,175845,2,2,7,16,4,9,7,6,2,15,,"15,7",1,1.094
SI_106_3,2015-02-27,12:38:00,1425037055137,2,189579,3,3,7,7,2,10,5,9,3,16,,"5,4",0,2.875
SI_106_3,2015-02-27,12:38:13,1425037055137,2,202063,4,4,7,7,9,1,12,15,4,14,,"9,2",0,1.634
SI_106_3,2015-02-27,12:38:26,1425037055137,2,213864,5,5,7,10,6,12,14,5,11,1,,"1,7",1,0.96
SI_106_3,2015-02-27,12:38:38,1425037055137,2,226843,6,6,7,3,14,16,13,11,5,10,,"13,4",0,2.133
SI_106_3,2015-02-27,12:38:51,1425037055137,2,238830,7,7,7,16,10,12,5,1,13,15,,"15,1",1,1.144
SI_106_3,2015-02-27,12:39:03,1425037055137,2,251020,8,8,7,6,9,14,10,4,12,2,,"1,4",1,1.344
SI_106_3,2015-02-27,12:39:15,1425037055137,2,263167,9,9,7,7,16,6,3,5,8,4,,"16,2",0,1.303
SI_106_3,2015-02-27,12:39:27,1425037055137,2,277750,10,10,7,15,5,9,12,1,13,4,,"1,4",1,3.735
