id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_268,2016-03-14,11:42:49,,,4,434829,1,p,1,377,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:42:52,,,4,438609,2,p,1,318,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:42:56,,,4,442432,3,p,1,346,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:00,,,4,445841,4,p,1,402,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:03,,,4,450485,5,p,1,413,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:08,,,4,453354,6,p,1,427,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:11,,,4,456439,7,p,1,364,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:14,,,4,459216,8,p,1,390,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:17,,,4,463068,9,p,1,389,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:21,,,4,465973,10,p,1,355,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:23,,,4,470362,11,p,1,412,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:28,,,4,473181,12,p,1,359,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:31,,,4,478079,13,p,1,327,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:36,,,4,483156,14,p,1,358,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:41,,,4,487998,15,p,1,393,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:46,,,4,490945,16,p,1,405,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:48,,,4,494545,17,p,1,374,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:52,,,4,497468,18,p,1,350,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:55,,,4,501347,19,p,1,371,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:43:59,,,4,505335,20,p,1,346,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:03,,,4,509463,21,p,1,868,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:07,,,4,513306,22,p,1,485,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:11,,,4,518199,23,p,1,333,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:16,,,4,522852,24,p,1,337,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:20,,,4,525898,25,p,1,391,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:23,,,4,529831,26,p,1,390,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:27,,,4,535141,27,p,1,340,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:33,,,4,538926,28,p,1,311,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:36,,,4,541511,29,p,1,327,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:39,,,4,546696,30,p,1,348,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:44,,,4,550470,31,p,1,542,,391.870967742,371,100.514589964
SI_268,2016-03-14,11:44:48,,,4,552447,32,p,0,,,391.870967742,371,100.514589964
