id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_120,2015-03-24,07:54:13,1427180053487,4,394663,1,1,7,12,14,5,3,4,10,13,,"5,6",1,2.196
SI_120,2015-03-24,07:54:26,1427180053487,4,410801,2,2,7,10,12,15,6,13,7,2,,"8,5",1,5.105
SI_120,2015-03-24,07:54:42,1427180053487,4,424791,3,3,7,4,15,7,5,10,11,16,,"11,4",1,2.996
SI_120,2015-03-24,07:54:56,1427180053487,4,437783,4,4,7,6,13,4,11,10,3,8,,"3,6",0,1.985
SI_120,2015-03-24,07:55:09,1427180053487,4,450841,5,5,7,14,16,8,2,10,13,3,,"14,1",1,2.048
SI_120,2015-03-24,07:55:22,1427180053487,4,463623,6,6,7,4,15,13,1,11,7,6,,"6,7",1,1.751
SI_120,2015-03-24,07:55:35,1427180053487,4,476323,7,7,7,5,11,1,12,13,16,2,,"5,1",1,1.702
SI_120,2015-03-24,07:55:48,1427180053487,4,496984,8,8,7,11,8,5,6,9,13,15,,"7,5",1,9.637
SI_120,2015-03-24,07:56:09,1427180053487,4,510030,9,9,7,11,1,8,6,3,12,4,,"4,7",1,2.037
SI_120,2015-03-24,07:56:22,1427180053487,4,522862,10,10,7,7,6,4,11,9,5,16,,"11,4",1,1.867
